Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	Comment - genetics
SF268	SF268	905986	1710STDY5035112	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SF295	SF295	905985	CGP_CCL5369284	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SF539	SF539	905984	1710STDY5035111	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MG-1	SK-MG-1	909729	1710STDY5035107	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SNB75	SNB75	905982	1710STDY5035110	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW1088	SW1088	909745	CGP_CCL5055138	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW1783	SW1783	909750	CGP_CCL5055117	nervous_system	glioma	LGG		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
T98G	T98G	687586	CGP_CCL5055118	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
U-118-MG	U-118-MG	687588	CGP_CCL5055119	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
U251	U251	905983	CGP_CCL5055120	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
U-87-MG	U-87-MG	687590	CGP_CCL5055121	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
YH-13	YH-13	909905	1710STDY5035109	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
YKG-1	YKG-1	687592	CGP_CCL5055137	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-283MED	D-283MED	906834	1710STDY5035123	nervous_system	medulloblastoma	MB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Daoy	Daoy	906833	CGP_CCL5055112	nervous_system	medulloblastoma	MB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ONS-76	ONS-76	909248	1710STDY5035134	nervous_system	medulloblastoma	MB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PFSK-1	PFSK-1	683667	CGP_CCL5055144	nervous_system	medulloblastoma	MB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ACN	ACN	906803	CGP_CCL5055249	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BE2-M17	BE2-M17	753616	CGP_CCL5055139	neuroblastoma	neuroblastoma	NB		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
CHP-126	CHP-126	910567	CGP_CCL5103692	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CHP-134	CHP-134	910941	CGP_CCL5055261	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CHP-212	CHP-212	906820	CGP_CCL5055124	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GI-ME-N	GI-ME-N	906872	CGP_CCL5055250	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GOTO	GOTO	906875	1710STDY5035390	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IMR-5	IMR-5	907170	CGP_CCL5055262	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KELLY	KELLY	753618	CGP_CCL5055132	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KP-N-RT-BM-1	KP-N-RT-BM-1	924189	CGP_CCL5306266	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
KP-N-YN	KP-N-YN	907314	CGP_CCL5228725	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KP-N-YS	KP-N-YS	946363	CGP_CCL5055251	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	No	Yes	Yes	Poor Growth - Failed multiple screen attempts
LAN-6	LAN-6	949170	CGP_CCL5055254	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MC-IXC	MC-IXC	908118	CGP_CCL5055107	neuroblastoma	neuroblastoma	NB		MSI-L	Yes	Yes	Yes	No	Yes	Yes	
MHH-NB-11	MHH-NB-11	908135	CGP_CCL5055109	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Continued High CV
NB(TU)1-10	NB(TU)1-10	1240181	CGP_CCL5369272	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB1	NB1	949179	CGP_CCL5391673	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB10	NB10	949171	CGP_CCL5055255	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB12	NB12	949172	CGP_CCL5055256	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB13	NB13	949177	CGP_CCL5055257	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB14	NB14	949178	CGP_CCL5055258	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB17	NB17	949175	CGP_CCL5055266	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB5	NB5	949176	CGP_CCL5055259	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB6	NB6	949173	CGP_CCL5055264	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB69	NB69	908440	CGP_CCL5055108	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NB7	NB7	949174	CGP_CCL5055260	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NBsusSR	NBsusSR	925342	CGP_CCL5055265	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NH-12	NH-12	908447	1710STDY5035416	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SIMA	SIMA	753620	CGP_CCL5306260	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-N-AS	SK-N-AS	724828	CGP_CCL5055110	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-N-DZ	SK-N-DZ	688086	CGP_CCL5055141	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-N-FI	SK-N-FI	688087	CGP_CCL5055123	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-N-SH	SK-N-SH	717431	CGP_CCL5055126	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TGW	TGW	910780	CGP_CCL5306295	neuroblastoma	neuroblastoma	NB		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
AsPC-1	AsPC-1	910702	1710STDY5035491	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BxPC-3	BxPC-3	906693	1710STDY5035475	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAPAN-1	CAPAN-1	753624	1710STDY5035493	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Capan-2	Capan-2	910915	1710STDY5035501	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CFPAC-1	CFPAC-1	906821	1710STDY5035476	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DAN-G	DAN-G	1290797	1710STDY5035497	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HPAC	HPAC	1298136	1710STDY5035495	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HPAF-II	HPAF-II	724869	CGP_CCL5103729	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hs-766T	Hs766T	1298141	CGP_CCL5228712	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HuP-T3	HuP-T3	907285	1710STDY5035478	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HuP-T4	HuP-T4	907286	1710STDY5035499	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KP-1N	KP-1N	1298216	1710STDY5035498	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KP-3	KP-3	1298219	1710STDY5035496	pancreas	pancreas	UNABLE TO CLASSIFY		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KP-4	KP-4	753572	1710STDY5035479	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MIA-PaCa-2	MIA-PaCa-2	724870	1710STDY5035480	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MZ1-PC	MZ1-PC	753595	1710STDY5035494	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PANC-02-03	PANC-02-03	1298475	CGP_CCL5306285	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PANC-03-27	PANC-03-27	925346	1710STDY5035492	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PANC-04-03	PANC-04-03	1298476	CGP_CCL5391662	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PANC-08-13	PANC-08-13	925347	1710STDY5035485	pancreas	pancreas	PAAD		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
PANC-10-05	PANC-10-05	925348	1710STDY5035481	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PA-TU-8902	PA-TU-8902	1298526	CGP_CCL5391641	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PA-TU-8988T	PA-TU-8988T	1240201	1710STDY5035487	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PL18	PL18	1240208	1710STDY5035488	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
PL4	PL4	1298533	CGP_CCL5306253	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
PSN1	PSN1	910546	1710STDY5035482	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
QGP-1	QGP-1	1298534	CGP_CCL5103699	pancreas	pancreas		pancreatic islet cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SU8686	SU8686	1240218	1710STDY5035486	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SUIT-2	SUIT-2	1240219	1710STDY5035489	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW1990	SW1990	910907	1710STDY5035483	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
YAPC	YAPC	909904	1710STDY5035484	pancreas	pancreas	PAAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
451Lu	451Lu	1287706	CGP_CCL5306211	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
A101D	A101D	910921	1710STDY5035139	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A2058	A2058	906792	1710STDY5035140	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A375	A375	906793	1710STDY5035141	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
C32	C32	906830	1710STDY5035185	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CHL-1	CHL-1	910853	1710STDY5035144	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-679	COLO-679	906818	1710STDY5035145	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-783	COLO-783	1240125	CGP_CCL5369296	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
COLO-792	COLO-792	906814	1710STDY5035181	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-800	COLO-800	906813	1710STDY5035146	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-829	COLO-829	687448	1710STDY5035173	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CP50-MEL-B	CP50-MEL-B	753545	1710STDY5035189	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CP66-MEL	CP66-MEL	753546	1710STDY5035170	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CP67-MEL	CP67-MEL	949092	1710STDY5035147	skin	melanoma	SKCM		MSI-L	Yes	Yes	Yes	No	Yes	Yes	Poor Growth
G-361	G-361	906865	1710STDY5035186	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GAK	GAK	910932	1710STDY5035149	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
G-MEL	G-MEL	1240130	1710STDY5035178	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HMV-II	HMV-II	907058	1710STDY5035150	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hs-939-T	Hs939-T	1298144	CGP_CCL5306207	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	No	No	Yes	
Hs-940-T	Hs940-T	1298145	CGP_CCL5369270	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HT-144	HT-144	907067	1710STDY5035151	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IGR-1	IGR-1	907169	1710STDY5035182	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IGR-37	IGR-37	1240153	1710STDY5035177	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IPC-298	IPC-298	907171	CGP_CCL5103787	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IST-MEL1	IST-MEL1	907172	1710STDY5035153	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LB2518-MEL	LB2518-MEL	753579	1710STDY5035169	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LB373-MEL-D	LB373-MEL-D	753581	1710STDY5035187	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LOXIMVI	LOXIMVI	905974	1710STDY5035154	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
M14	M14	905975	1710STDY5035155	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MEL-HO	MEL-HO	908124	1710STDY5035156	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MEL-JUSO	MEL-JUSO	908125	1710STDY5035157	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Mewo	Mewo	908128	1710STDY5035158	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MMAC-SF	MMAC-SF	925339	1710STDY5035159	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MZ2-MEL	MZ2-MEL	971777	1710STDY5035172	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MZ7-mel	MZ7-mel	753596	1710STDY5035171	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RPMI-7951	RPMI-7951	910903	1710STDY5035188	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RVH-421	RVH-421	909706	1710STDY5035180	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SH-4	SH-4	909713	1710STDY5035160	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-1	SK-MEL-1	909723	1710STDY5035161	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-2	SK-MEL-2	905955	1710STDY5035162	skin	melanoma	SKCM		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-24	SK-MEL-24	909725	1710STDY5035163	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-28	SK-MEL-28	905954	1710STDY5035164	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-3	SK-MEL-3	909724	1710STDY5035190	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-30	SK-MEL-30	909726	1710STDY5035165	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-31	SK-MEL-31	909727	CGP_CCL5391642	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MEL-5	SK-MEL-5	905956	CGP_CCL5228680	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
UACC-257	UACC-257	905977	1710STDY5035166	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
UACC-62	UACC-62	905976	1710STDY5035167	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
VMRC-MELG	VMRC-MELG	930301	1710STDY5035168	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	No	No	Yes	
WM-115	WM-115	909784	CGP_CCL5103705	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
WM1552C	WM1552C	1299078	1710STDY5035174	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
WM278	WM278	1240226	1710STDY5035179	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
WM35	WM35	1299080	1710STDY5035175	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
WM793B	WM793B	1299081	CGP_CCL5306165	skin	melanoma	SKCM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A388	A388	910697	CGP_CCL5055196	skin	skin_other		skin squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A431	A431	910925	1710STDY5035142	skin	skin_other		skin squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DJM-1	DJM-1	906841	1710STDY5035148	skin	skin_other		skin squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hs-633T	Hs633T	1240149	CGP_CCL5055191	soft_tissue	fibrosarcoma			MSI-S	Yes	Yes	No	Yes	Yes	Yes	
HT-1080	HT-1080	907064	CGP_CCL5055195	soft_tissue	fibrosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW684	SW684	909754	CGP_CCL5055186	soft_tissue	fibrosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A204	A204	910784	CGP_CCL5055337	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A673	A673	684052	CGP_CCL5055342	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KYM-1	KYM-1	1240166	CGP_CCL5055345	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RD	RD	909264	CGP_CCL5055343	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RH-1	RH-1	971773	CGP_CCL5055341	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RH-18	RH-18	971774	CGP_CCL5055346	soft_tissue	rhabdomyosarcoma			MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
RH-41	RH-41	1240210	CGP_CCL5055344	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SJRH30	SJRH30	909716	CGP_CCL5055338	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TE-441-T	TE-441-T	924248	CGP_CCL5055340	soft_tissue	rhabdomyosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Poor Growth
G-402	G-402	907298	1710STDY5035401	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GCT	GCT	906999	CGP_CCL5055194	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MFH-ino	MFH-ino	925343	CGP_CCL5055185	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-LMS-1	SK-LMS-1	909720	CGP_CCL5055190	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-UT-1	SK-UT-1	909732	CGP_CCL5055339	soft_tissue	soft_tissue_other			MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
SW872	SW872	909756	CGP_CCL5055187	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW982	SW982	909759	CGP_CCL5055188	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
VA-ES-BJ	VA-ES-BJ	688121	CGP_CCL5055189	soft_tissue	soft_tissue_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
8305C	8305C	906795	CGP_CCL5055241	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
8505C	8505C	924102	CGP_CCL5055225	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ASH-3	ASH-3	1290722	CGP_CCL5228716	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BCPAP	BCPAP	924104	CGP_CCL5055226	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BHT-101	BHT-101	906696	CGP_CCL5055240	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-62	CAL-62	906828	CGP_CCL5055238	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CGTH-W-1	CGTH-W-1	910568	CGP_CCL5055227	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
FTC-133	FTC-133	906864	CGP_CCL5055236	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HTC-C3	HTC-C3	924151	CGP_CCL5055237	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IHH-4	IHH-4	1240154	CGP_CCL5055235	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
K5	K5	924238	CGP_CCL5055228	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KMH-2	KMH-2	1298167	CGP_CCL5055239	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
ML-1	ML-1	1240178	CGP_CCL5103728	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RO82-W-1	RO82-W-1	930083	CGP_CCL5055231	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
S-117	S-117	910946	CGP_CCL5055230	thyroid	thyroid		thyroid sarcoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TT	TT	930299	CGP_CCL5306318	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TT2609-C02	TT2609-C02	1240223	CGP_CCL5055234	thyroid	thyroid	THCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
5637	5637	687452	CGP_CCL5055220	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
639-V	639-V	906798	CGP_CCL5055215	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
647-V	647-V	906797	CGP_CCL5055203	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BFTC-905	BFTC-905	910926	CGP_CCL5055204	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-29	CAL-29	1290730	CGP_CCL5055218	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DSH1	DSH1	753552	CGP_CCL5055205	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HT-1197	HT-1197	907065	CGP_CCL5055217	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HT-1376	HT-1376	907066	CGP_CCL5055206	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
J82	J82	753566	CGP_CCL5055214	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KU-19-19	KU-19-19	907312	CGP_CCL5055211	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LB831-BLC	LB831-BLC	753584	CGP_CCL5055216	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RT-112	RT-112	909704	CGP_CCL5055207	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RT4	RT4	687455	CGP_CCL5055222	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SCaBER	SCaBER	1299051	CGP_CCL5055219	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW1710	SW1710	909749	CGP_CCL5055208	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW780	SW780	687457	CGP_CCL5055213	urogenital_system	Bladder	BLCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
