Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
RNA5S5	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S5	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S6	100169768	0.027	0.027	0.027	0.027	0.027	0.027
MIR1295A	100302178	-0.04	0.027	0.018	0.032	-0.042	-0.442
MIR1295A	100847009	-0.04	0.027	0.018	0.032	-0.042	-0.442
RNA5S7	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S7	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S8	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S9	100169760	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S10	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S10	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S11	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S12	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S13	100169768	0.027	0.027	0.027	0.027	0.027	0.027
MIR942	100126331	-0.42	-0.493	-0.754	-0.043	-0.466	-0.623
C1orf170	84808	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
RNA5S14	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S14	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S15	100169751	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169753	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169754	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169755	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169756	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169757	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169758	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169759	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169761	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169762	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169763	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169764	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169765	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169766	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169767	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S15	100169768	-0.031	0.027	1.043	0.412	0.575	0.191
RNA5S16	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S16	100169768	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169751	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169753	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169754	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169755	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169756	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169757	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169758	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169759	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169761	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169762	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169763	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169764	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169765	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169766	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169767	0.027	0.027	0.027	0.027	0.027	0.027
RNA5S17	100169768	0.027	0.027	0.027	0.027	0.027	0.027
DUSP5P1	574029	0.027	0.027	0.027	0.027	0.027	0.027
HES4	57801	-0.185	0.036	0.656	0.535	0.455	0.345
SLAMF6	114836	0.003	0.027	0.018	0.032	-0.042	0.02
MIR214	406996	-0.04	0.027	0.018	0.032	-0.042	-0.442
MIR214	100422882	-0.04	0.027	0.018	0.032	-0.042	-0.442
DNM3OS	100628315	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
MIR199A2	406977	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
ISG15	9636	-0.185	0.036	0.656	0.535	0.455	0.345
GAS5-AS1	100506046	-0.04	0.027	0.018	0.032	-0.042	-0.442
PGBD2	267002	0.314	0.027	0	0.097	0.018	-0.187
AGRN	375790	-0.185	0.036	0.656	0.535	0.455	0.345
CD84	8832	0.003	0.027	0.018	0.032	-0.042	0.02
HSD3BP4	128102	-0.42	0.228	-0.034	-0.043	-0.466	-0.623
GAS5	26769	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	26770	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	26774	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	26802	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	26806	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	60674	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	619498	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	692196	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
GAS5	692197	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
DDX11L1	100287102	0.396	0.396	0.396	0.396	0.396	0.396
DDX11L1	100287596	0.396	0.396	0.396	0.396	0.396	0.396
LINC00622	644242	-0.42	0.228	-0.034	-0.043	-0.466	-0.623
ARHGEF16	27237	-0.185	0.083	0.2	0.285	0.455	0.345
HIST2H2BA	337875	-0.308	-0.224	-0.034	-0.043	-0.027	-0.212
SLAMF1	6504	0.003	0.027	0.018	0.032	-0.042	0.02
PRKACB	5567	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
SNORD78	692198	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
WASH7P	653635	0.396	0.396	0.396	0.396	0.396	0.396
UBR4	23352	-0.264	-0.051	0.075	0.121	0.057	0.081
CD48	962	0.003	0.027	0.018	0.032	-0.042	0.02
SCARNA3	677679	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
SLAMF7	57823	-0.425	0.027	0.018	0.032	-0.042	0.02
MEGF6	1953	-0.185	0.083	0.2	0.285	0.455	0.345
MIR488	574441	-0.04	0.027	0.018	0.032	-0.042	-0.157
RNF223	401934	-0.185	0.036	0.656	0.535	0.455	0.345
RASAL2-AS1	100302401	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
C1orf159	54991	-0.185	0.036	0.656	0.535	0.455	0.345
SAMD13	148418	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
LY9	4063	-0.425	0.027	0.018	0.032	-0.042	0.02
MMP23B	8510	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
DNASE2B	58511	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
MIR1302-2	100302278	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-2	100422831	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-2	100422834	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-2	100422919	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-9	100302278	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-9	100422831	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-9	100422834	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-9	100422919	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-10	100302278	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-10	100422831	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-10	100422834	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-10	100422919	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-11	100302278	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-11	100422831	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-11	100422834	0.396	0.318	0.291	0.241	0.195	-0.011
MIR1302-11	100422919	0.396	0.318	0.291	0.241	0.195	-0.011
SRGAP2B	100505630	-0.308	-0.224	-0.034	-0.043	-0.027	-0.212
RPF1	80135	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
LINC00623	728855	-0.308	-0.224	-0.034	-0.043	-0.027	-0.212
FAM138A	641702	0.396	0.318	0.291	0.241	0.195	-0.011
FAM138A	645520	0.396	0.318	0.291	0.241	0.195	-0.011
FAM138A	654835	0.396	0.318	0.291	0.241	0.195	-0.011
TPRG1L	127262	-0.185	0.083	0.2	0.285	0.455	0.345
CD244	51744	-0.425	0.027	0.018	0.032	-0.042	0.02
GNG5	2787	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
CICP27	402483	0.396	0.318	0.291	0.241	0.195	-0.011
CTBS	1486	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
WRAP73	49856	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
ITLN1	55600	-0.425	0.027	0.018	0.032	-0.042	0.02
CDK11B	984	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
SEC22B	100996517	-0.308	-0.224	-0.034	-0.043	-0.027	-0.212
TTLL10	254173	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
ITLN2	142683	-0.425	0.027	0.018	0.032	-0.042	0.02
GNRHR2	101060623	-0.308	-0.308	-0.308	-0.308	-0.308	-0.308
F11R	50848	-0.425	0.027	0.018	0.032	-0.042	0.02
PDZK1P1	728939	-0.308	-0.224	-0.034	-0.043	-0.027	-0.212
SSX2IP	117178	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
TSTD1	100131187	-0.425	0.027	0.018	0.032	-0.042	0.02
TNFRSF18	8784	-0.185	0.036	0.656	0.535	0.455	0.345
TP73	7161	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
USF1	7391	-0.425	0.027	0.018	0.032	-0.042	0.02
TNFRSF4	7293	-0.185	0.036	0.656	0.535	0.455	0.345
LPAR3	23566	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
MCOLN2	255231	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
SDF4	51150	-0.185	0.036	0.656	0.535	0.455	0.345
EMC1	23065	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
ARHGAP30	257106	-0.425	0.027	0.018	0.032	-0.042	0.02
SLC35E2B	728661	-0.185	-0.196	0.656	0.285	0.455	0.345
PVRL4	81607	-0.425	0.027	0.018	0.032	-0.042	0.02
WDR63	126820	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
MRTO4	51154	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
KLHDC9	126823	-0.425	0.027	0.018	0.032	-0.042	0.02
B3GALT6	126792	-0.185	0.036	0.656	0.535	0.455	0.345
FAM132A	388581	-0.185	0.036	0.656	0.535	0.455	0.345
PFDN2	5202	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
MCOLN3	55283	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
CDK11A	984	-0.185	-0.196	0.656	0.285	0.455	0.345
CDK11A	728642	-0.185	-0.196	0.656	0.285	0.455	0.345
NIT1	4817	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
CCDC27	148870	-0.185	0.083	0.2	0.285	0.455	0.345
UBE2J2	118424	-0.185	0.036	0.656	0.535	0.455	0.345
AKR7A3	22977	-0.264	-0.051	0.075	0.121	0.057	0.081
SMIM1	388588	-0.185	0.083	0.2	0.285	0.455	0.345
FAM87B	400728	-0.185	0.036	0.027	0.251	-0.015	0.345
LINC00115	79854	-0.185	0.036	0.027	0.251	-0.015	0.345
AKR7A2	8574	-0.264	-0.051	0.075	0.121	0.057	0.081
SYDE2	84144	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
LRRC47	57470	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
C1orf52	148423	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
DEDD	9191	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
BCL10	8915	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
CEP104	9731	-0.185	0.083	0.2	0.285	0.455	0.345
PQLC2	54896	-0.264	-0.051	0.075	0.121	0.057	0.081
FAM41C	284593	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
DDAH1	23576	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
UFC1	51506	-0.425	0.027	0.018	0.032	-0.042	0.02
USP21	27005	-0.425	0.027	0.018	0.032	-0.042	0.02
CYR61	3491	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
CAPZB	832	-0.264	-0.051	0.075	0.121	0.057	0.081
ZNHIT6	54680	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
SCNN1D	6339	-0.185	0.036	0.656	0.535	0.455	0.345
DFFB	1677	-0.185	0.083	0.2	0.285	0.455	0.345
PPOX	5498	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
C1orf174	339448	-0.185	0.083	0.2	0.285	0.455	0.345
COL24A1	255631	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
AJAP1	55966	-0.185	0.083	0.2	0.285	0.455	0.345
MINOS1	440574	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
TTLL10-AS1	100506376	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
MINOS1-NBL1	4681	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
MINOS1-NBL1	100532736	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
NPHP4	261734	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
NBL1	4681	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
NBL1	100532736	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
B4GALT3	8703	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
HTR6	3362	-0.264	-0.051	0.075	0.121	0.057	0.081
ACAP3	116983	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
SLC35E2	9906	-0.185	-0.196	0.656	0.285	0.455	0.345
TMCO4	255104	-0.264	-0.051	0.075	0.121	0.057	0.081
ADAMTS4	9507	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
NADK	65220	-0.185	-0.196	0.656	0.285	0.455	0.345
RNF186	54546	-0.264	-0.051	0.075	0.121	0.057	0.081
OTUD3	23252	-0.264	-0.051	0.075	0.121	0.057	0.081
PLA2G2E	30814	-0.264	-0.051	0.075	0.121	0.057	0.081
NDUFS2	4720	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
PLA2G2A	5320	-0.264	-0.051	0.075	-0.052	0.057	0.081
PLA2G5	5322	-0.264	-0.051	0.075	-0.052	0.057	0.081
ODF2L	57489	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
PLA2G2D	26279	-0.264	-0.051	0.075	-0.052	0.057	0.081
PLA2G2F	64600	-0.264	-0.051	0.075	-0.052	0.057	0.081
PLA2G2C	391013	-0.264	-0.051	0.075	-0.052	0.057	0.081
FCER1G	2207	-0.425	0.027	0.018	0.032	-0.042	0.02
UBXN10	127733	-0.264	-0.051	0.075	-0.052	0.057	0.081
APOA2	336	-0.425	0.027	0.018	0.032	-0.042	0.02
VWA5B1	127731	-0.264	-0.051	0.075	-0.052	0.057	0.081
TOMM40L	84134	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
PUSL1	126789	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
KCNAB2	8514	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
GNB1	2782	-0.185	-0.196	0.656	0.285	0.455	0.345
CLCA2	9635	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
CAMK2N1	55450	-0.264	-0.051	0.075	-0.052	0.057	0.081
CLCA1	1179	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
MUL1	79594	-0.264	-0.051	0.075	-0.052	0.057	0.081
FAM43B	163933	-0.264	-0.051	0.075	-0.052	0.057	0.081
CDA	978	-0.264	-0.051	0.075	-0.052	0.057	0.081
PINK1	65018	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
CLCA4	22802	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
DDOST	1650	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264
CALML6	163688	-0.185	-0.196	0.656	0.285	0.455	0.345
SH3GLB1	51100	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
CPSF3L	54973	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
NR1I3	9970	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425
TMEM52	339456	-0.185	-0.196	0.656	0.285	0.455	0.345
LINC00982	440556	-0.185	0.083	0.2	0.285	0.455	0.345
KIF17	57576	-0.264	-0.051	0.075	-0.052	0.057	0.081
C1orf222	85452	-0.185	-0.196	0.656	0.285	0.455	0.345
CHD5	26038	-0.185	0.083	0.2	0.285	0.455	0.345
HS2ST1	9653	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
SH2D5	400745	-0.264	-0.051	0.075	-0.052	0.057	0.081
LMO4	8543	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
MIR551A	693135	-0.185	0.083	0.2	0.285	0.455	0.345
TP73-AS1	57212	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
HP1BP3	50809	-0.264	-0.051	0.075	-0.052	0.057	0.081
PKN2	5586	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
GABRD	2563	-0.185	-0.196	0.656	0.285	0.455	0.345
PCP4L1	654790	-0.425	0.027	0.018	0.032	-0.042	0.02
MPZ	4359	-0.425	0.027	0.018	0.032	-0.042	0.02
PRKCZ	5590	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
RPL22	6146	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
GTF2B	2959	-0.353	-0.499	-0.643	-0.254	-0.371	-0.834
SDHC	6391	-0.425	0.027	0.018	0.032	-0.042	0.02
CCBL2	56267	-0.353	-0.353	-0.353	-0.353	-0.353	-0.353
RNF207	388591	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
LINC00337	148645	-0.185	0.083	0.2	0.285	0.455	0.345
C1orf192	257177	-0.425	0.027	0.018	0.032	-0.042	0.02
EIF4G3	8672	-0.264	-0.051	0.075	-0.052	0.057	0.081
MIR4252	100422975	-0.185	0.083	0.2	-0.054	0.455	0.345
FCGR2A	2212	-0.04	0.027	0.018	0.032	-0.042	0.02
ICMT	23463	-0.185	-0.185	-0.185	-0.185	-0.185	-0.185
HSPA6	3310	-0.04	0.027	0.018	0.032	-0.042	0.02
